ZIP;NAME;TYPE;A0_NAME;A1_NAME;A2_NAME;A3_NAME;A4_NAME;A5_NAME;A6_NAME;A7_NAME;A8_NAME;X_COORDINATE;Y_COORDINATE;SERVICE_HOURS;TEMP_SERVICE_HOURS;TEMP_SERVICE_HOURS_UNTIL;TEMP_SERVICE_HOURS_2;TEMP_SERVICE_HOURS_2_UNTIL;comment_est;comment_eng;comment_rus;comment_lav;comment_lit;MODIFIED
96160;"Kostivere Meie kaupluse pakiautomaat";0;EE;"Harju maakond";"Jõelähtme vald";"Kostivere alevik";NULL;"Jõe tänav";NULL;3;NULL;25.0991782341781;59.4320052879334;NULL;NULL;NULL;NULL;NULL;;;;;;2018-09-17T21:25:45.000+03:00
20201;"Kreenholmi postkontor";1;EE;"Ida-Viru maakond";"Narva linn";NULL;NULL;"Kreenholmi tänav";NULL;39v/2;NULL;28.1875472789926;59.3666919580809;"E-R 10:00-18:00;L 10:00-13:00;P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-25T15:52:57.000+02:00
88806;"Kretingos MAXIMA Rotušės paštomatas";0;LT;Kretinga;"Rotušės a. 15, Kretinga";;;;;;;21.240982;55.889772;;;;;;;;;;"Paštomatą rasite lauke, prie sienos dešinėje įėjimo į prekybos centrą pusėje";
88893;"Kretingos NORFA paštomatas (naujas!)";0;LT;Kretinga;"Šventosios g. 25H, Kretinga ";;;;;;;21.232706;55.892317;;;;;;;;;;"Paštomatą rasite lauke prie sienos iš parkavimo aikštelės pusės";
10701;"Kristiine postkontor";1;EE;"Harju maakond";Tallinn;"Kristiine linnaosa";NULL;"Endla tänav";NULL;45;NULL;24.7235398690165;59.4269657880999;"E-R 10:00-20:00;L 10:00-17:00;P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-18T09:40:27.000+02:00
63594;"Krootuse postipunkt";1;EE;"Põlva maakond";"Kanepi vald";"Krootuse küla";NULL;"Krootuse tee";NULL;6;NULL;26.8411316103059;58.0755282836098;"E-R 10:00-18:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-14T16:13:20.000+02:00
9984;"Krāslavas Maxima X pakomāts";0;LV;Krāslava;"Rīgas iela 28, Krāslava";;;;;;;27.162051;55.897035;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 17:00,izņemšana 10:00";;;;;;;;"Pa kreisi no T/C Centrālās ieejas";;
79392;"Kuimetsa postipunkt";1;EE;"Rapla maakond";"Rapla vald";"Kuimetsa küla";NULL;NULL;NULL;NULL;NULL;25.123558433071;59.0416218182141;"E,K,R 9:00-12:00; T,N,L,P suletud";NULL;NULL;NULL;NULL;;;;;;2017-12-19T19:00:25.000+02:00
94794;"Kuivastu postipunkt";1;EE;"Saare maakond";"Muhu vald";"Kuivastu küla";NULL;NULL;"Kuivastu sadam";NULL;NULL;23.3898015461609;58.5733427777896;"T-L 10:00-13:30 ja 14:00-18:00;E,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T12:20:01.000+02:00
66520;"Kuldre postipunkt";1;EE;"Võru maakond";"Antsla vald";"Kuldre küla";NULL;NULL;Kaupluse;NULL;NULL;26.4996288190562;57.8929778726194;"E-R 13:00-15:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2015-10-02T10:11:58.000+03:00
9930;"Kuldīgas RIMI pakomāts";0;LV;Kuldīga;"Sūru iela 2, Kuldīga";;;;;;;21.958281;56.967018;"P-Pk.piegāde 11:00, izņemšana 16:00 Sestdienās piegāde 18:00,izņemšana 15:00";;;;;;;;"Pie ieejas no stāvlaukuma puses";;
90794;"Kullamaa postipunkt";1;EE;"Lääne maakond";"Lääne-Nigula vald";"Kullamaa küla";NULL;NULL;Rohuaia;NULL;NULL;24.0762677079447;58.8797386684739;"E,T,N,R 10.00-14.00;K 16.00-18.00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-17T10:17:27.000+02:00
96122;"Kunda Konsumi pakiautomaat";0;EE;"Lääne-Viru maakond";"Viru-Nigula vald";"Kunda linn";NULL;"Mäe tänav";NULL;33;NULL;26.5036560476882;59.5029288671169;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:32:59.000+02:00
44101;"Kunda postkontor";1;EE;"Lääne-Viru maakond";"Viru-Nigula vald";"Kunda linn";NULL;"Kasemäe tänav";NULL;12;NULL;26.5185121748004;59.5005087433131;"E,T,N,R 9:00-16:00;K 9:00-18:30;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-31T15:57:32.000+02:00
11094;"Kunderi postipunkt";1;EE;"Harju maakond";Tallinn;"Kesklinna linnaosa";NULL;"Juhan Kunderi tänav";NULL;34;NULL;24.7741589109382;59.4313320989191;"E-R 14:00-19:00; L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T12:20:30.000+02:00
77740;"Kupiškio NORFA Purėno paštomatas (naujas!)";0;LT;Kupiškis;"A.Purėno g. 1, Kupiškis ";;;;;;;24.993760;55.836188;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";
48494;"Kuremaa postipunkt";1;EE;"Jõgeva maakond";"Jõgeva vald";"Kuremaa alevik";NULL;"Keskasula tänav";NULL;7;NULL;26.5395742509576;58.7343375425449;"E-L 10.00–18.00;P suletud";NULL;NULL;NULL;NULL;;;;;;2018-05-14T10:12:27.000+03:00
96034;"Kuressaare Maxima XX pakiautomaat";0;EE;"Saare maakond";"Saaremaa vald";"Kuressaare linn";NULL;"Tallinna tänav";NULL;64;NULL;22.5050023012865;58.2605307792837;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T15:15:50.000+02:00
96065;"Kuressaare Smuuli pakiautomaat";0;EE;"Saare maakond";"Saaremaa vald";"Kuressaare linn";NULL;"Juhan Smuuli tänav";NULL;1;NULL;22.4849356811918;58.2621684483418;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T15:16:39.000+02:00
93801;"Kuressaare postkontor";1;EE;"Saare maakond";"Saaremaa vald";"Kuressaare linn";NULL;"Tallinna tänav";NULL;19a;NULL;22.4899504744864;58.2545995360556;"E-R 9.00-18.00;L, P suletud;Sissepääs Rootsi tänavalt";NULL;NULL;NULL;NULL;;;;;;2019-01-02T11:03:15.000+02:00
88886;"Kuršėnų MAXIMA Vilniaus g. paštomatas";0;LT;Kuršėnai;"Vilniaus g. 43, Kuršėnai";;;;;;;22.949599;56.000438;;;;;;;;;;"Paštomatą rasite lauke, prie sienos dešinėje įėjimo į prekybos centrą pusėje";
96108;"Kuusalu pakiautomaat";0;EE;"Harju maakond";"Kuusalu vald";"Kuusalu alevik";NULL;"Kuusalu tee";NULL;13;NULL;25.4414176133991;59.4454856651641;NULL;NULL;NULL;NULL;NULL;;;;;;2015-07-09T08:53:41.000+03:00
74691;"Kuusalu postkontor";1;EE;"Harju maakond";"Kuusalu vald";"Kuusalu alevik";NULL;"Kuusalu tee";NULL;22;NULL;25.4389773296338;59.4459996917114;"E,N 12.00-18.00; T,K,R 8.00-13.00 L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-26T13:53:41.000+02:00
51099;"Kvartali keskuse postkontor";1;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Riia tänav";NULL;2;NULL;26.7288960554912;58.3772580814408;"E-R 9:00-19:00;L 9:00-15:00;P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-25T15:58:10.000+02:00
96156;"Käina Konsumi pakiautomaat";0;EE;"Hiiu maakond";"Hiiumaa vald";"Käina alevik";NULL;"Hiiu maantee";NULL;9;NULL;22.7768037257058;58.8275132108399;NULL;NULL;NULL;NULL;NULL;;;;;;2018-05-31T11:14:15.000+03:00
92194;"Käina postipunkt";1;EE;"Hiiu maakond";"Hiiumaa vald";"Käina alevik";NULL;"Hiiu maantee";NULL;13;NULL;22.775383494739;58.8267544844938;"T-R 10.00–17.00;L 10.00–14.00;E,P suletud";"16.02-04.03 suletud";04.03.2019;NULL;NULL;;;;;;2019-02-04T13:28:17.000+02:00
96046;"Kärdla Hiiu Konsumi pakiautomaat";0;EE;"Hiiu maakond";"Hiiumaa vald";"Kärdla linn";NULL;Keskväljak;NULL;1;NULL;22.7469835163887;58.998561982001;NULL;NULL;NULL;NULL;NULL;;;;;;2019-01-14T15:08:55.000+02:00
96210;"Kärdla Tormi Konsumi pakiautomaat";0;EE;"Hiiu maakond";"Hiiumaa vald";"Kärdla linn";NULL;"Heltermaa maantee";NULL;14a;NULL;22.7544696808089;58.9902403856265;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-16T17:27:44.000+02:00
92401;"Kärdla postkontor";1;EE;"Hiiu maakond";"Hiiumaa vald";"Kärdla linn";NULL;Keskväljak;NULL;3;NULL;22.7478843783451;58.9986303738151;"T-R 9:00-17:00;L 9:00-13:00;E,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T11:04:18.000+02:00
93594;"Kärla postipunkt";1;EE;"Saare maakond";"Saaremaa vald";"Kärla alevik";NULL;NULL;Tankla;NULL;NULL;22.2643191654267;58.3352598456382;"E-P 7:30-22:00";NULL;NULL;NULL;NULL;;;;;;2016-11-02T10:30:49.000+02:00
69750;"Kärstna postipunkt";1;EE;"Viljandi maakond";"Viljandi vald";"Kärstna küla";NULL;NULL;Kärstnapoe;NULL;NULL;25.8048840673719;58.1440510055888;"E-L 10:00-18:00; P 10:00-15:00";NULL;NULL;NULL;NULL;;;;;;2019-01-02T12:21:46.000+02:00
49394;"Kääpa postipunkt";1;EE;"Jõgeva maakond";"Mustvee vald";"Kääpa küla";NULL;NULL;Kaupluse;NULL;NULL;26.8490011360265;58.699138316206;"E-R 9.00-18.00;L,P 10.00-17.00";NULL;NULL;NULL;NULL;;;;;;2019-01-02T12:22:52.000+02:00
70594;"Kõo postipunkt";1;EE;"Viljandi maakond";"Põhja-Sakala vald";"Kõo küla";NULL;NULL;NULL;NULL;NULL;25.7240817158979;58.6318299783645;"E-R 9.00-19.00, lõuna 12:00-13:00;L-P 10.00-16.00";NULL;NULL;NULL;NULL;;;;;;2019-01-14T16:15:51.000+02:00
71294;"Kõpu postipunkt";1;EE;"Viljandi maakond";"Põhja-Sakala vald";"Kõpu alevik";NULL;"Tipu tänav";NULL;4;NULL;25.3029850966448;58.3269284234806;"E-P 9:00-20:00";NULL;NULL;NULL;NULL;;;;;;2019-02-25T15:44:45.000+02:00
92293;"Kõrgessaare postipunkt";1;EE;"Hiiu maakond";"Hiiumaa vald";"Kõrgessaare alevik";NULL;"Tööstuse tee";NULL;10;NULL;22.4718554265607;58.9820505799604;"E-L 10:00-19:00; P 10:00-16:00";NULL;NULL;NULL;NULL;;;;;;2018-09-24T12:07:43.000+03:00
96169;"Kõrveküla A ja O pakiautomaat";0;EE;"Tartu maakond";"Tartu vald";"Kõrveküla alevik";NULL;"Vasula tee";NULL;4;NULL;26.7618288001799;58.4199242734155;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-09T23:08:53.000+02:00
9162;"Kārsavas TOP pakomāts";0;LV;Kārsava;"Sporta iela 6, Kārsava";;;;;;;27.675312;56.786295;"P-Pk.piegāde 17:00, izņemšana 10:00";;;;;;;;"Pie ieejas veikalā";;
88861;"Kėdainių MAXIMA Basanavičiaus 93 paštomatas";0;LT;Kėdainiai;"J.Basanavičiaus g. 93, Kėdainiai";;;;;;;23.959059;55.277651;;;;;;;;;;"Paštomatą rasite lauke, kairėje prekybos centro dalyje, prie sienos, po iškabomis";
77709;"Kėdainių MAXIMA Dariaus ir Girėno paštomatas (naujas!)";0;LT;Kėdainiai;"S.Dariaus ir S.Girėno g. 50A, Kėdainiai";;;;;;;23.979144;55.308916;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";
96200;"Laagri CoMarketi pakiautomaat";0;EE;"Harju maakond";"Saue vald";"Laagri alevik";NULL;"Veskitammi tänav";NULL;10;NULL;24.6121302336645;59.3511203044719;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-26T14:43:03.000+02:00
96067;"Laagri Maksimarketi pakiautomaat";0;EE;"Harju maakond";"Saue vald";"Laagri alevik";NULL;"Pärnu maantee";NULL;558a;NULL;24.6129411293563;59.3412076160099;NULL;NULL;NULL;NULL;NULL;;;;;;2014-11-10T15:50:20.000+02:00
76491;"Laagri postkontor";1;EE;"Harju maakond";"Saue vald";"Laagri alevik";NULL;"Veskitammi tänav";NULL;10;NULL;24.611900940888;59.3510056549359;"E-R 10:00-18:00; L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T11:04:35.000+02:00
46591;"Laekvere postipunkt";1;EE;"Lääne-Viru maakond";"Vinni vald";"Laekvere alevik";NULL;"Kesk tänav";NULL;15;NULL;26.5590007270395;59.0679936747429;"E-R 8:00-19:00;L 9:00-19:00;P 10:00-17:00";"al. 1.03 asub Töökoja tee 4, Autoteeninduses; Avatud E,T,K 13:00-16:30; T,N 9:00-13:00; L,P suletud";01.03.2019;NULL;NULL;;;;;;2019-02-13T12:18:50.000+02:00
60601;"Laeva postkontor";1;EE;"Tartu maakond";"Tartu vald";"Laeva küla";NULL;"Väänikvere tee";NULL;8;NULL;26.3860038539413;58.4874966008362;"E 11:00-14:00;T-R 9:00-12:00;L,P suletud";NULL;NULL;25.02-1.03.2019;01.03.2019;;;;;;2019-02-04T11:38:31.000+02:00
96183;"Lagedi Keskusehoone pakiautomaat";0;EE;"Harju maakond";"Rae vald";"Lagedi alevik";NULL;"Kooli tänav";NULL;18b;NULL;24.9416375659887;59.4021911495492;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-08T20:53:50.000+02:00
48495;"Laiuse postipunkt";1;EE;"Jõgeva maakond";"Jõgeva vald";"Laiuse alevik";NULL;"Kuremaa tee";NULL;34;NULL;26.4987044340415;58.7831902033272;"E-R 8.00-19.00;L,P 10.00-17.00";NULL;NULL;NULL;NULL;;;;;;2019-02-25T15:45:10.000+02:00
13801;"Lasnamäe Centrum postkontor";1;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Mustakivi tee";NULL;13;NULL;24.8626747474051;59.4405234237474;"E-R 10:00-20:00;L 10:00-18:00;P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T11:05:07.000+02:00
13601;"Lasnamäe postkontor";1;EE;"Harju maakond";Tallinn;"Lasnamäe linnaosa";NULL;"Pae tänav";NULL;80;NULL;24.8209395295083;59.4361329742637;"E-R 10:00-19:00;L 10:00-16:00;P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T11:05:58.000+02:00
65416;"Lasva postipunkt";1;EE;"Võru maakond";"Võru vald";"Lasva küla";NULL;"Pässä põik";NULL;6;NULL;27.1768212080312;57.863338883087;"E-R 10.00 – 20.00; L,P 10.00 – 18.00";NULL;NULL;NULL;NULL;;;;;;2019-01-02T12:23:10.000+02:00
87000;"Lavassaare postkontor";1;EE;"Pärnu maakond";"Pärnu linn";"Lavassaare alev";NULL;"Pärna tänav";NULL;4;NULL;24.3704677392932;58.5138634414823;"T,K,N 9:00-12:30;E,R-P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-18T11:09:21.000+02:00
88807;"Lazdijų NORFA paštomatas";0;LT;Lazdijai;"Dzūkų g. 3, Lazdijai";;;;;;;23.511757;54.238926;;;;;;;;;;"Paštomatą rasite lauke, prie sienos kairėje įėjimo į prekybos centrą pusėje";
64404;"Leevaku postipunkt";1;EE;"Põlva maakond";"Räpina vald";"Leevaku küla";NULL;NULL;"Leevaku kauplus";NULL;NULL;27.3448777046232;58.0909332132723;"E-R 9:00-19:00; L,P 9:00-16:00";NULL;NULL;NULL;NULL;;;;;;2018-09-11T13:11:38.000+03:00
73694;"Lehtse postipunkt";1;EE;"Lääne-Viru maakond";"Tapa vald";"Lehtse alevik";NULL;"Pikk tänav";NULL;12;NULL;25.8251004278681;59.2533353388245;"E-L 10:00-19:00;P 10:00-18:00";NULL;NULL;NULL;NULL;;;;;;2019-01-14T16:19:21.000+02:00
94292;"Leisi postkontor";1;EE;"Saare maakond";"Saaremaa vald";"Leisi alevik";NULL;"Mustjala maantee";NULL;5;NULL;22.6821435817559;58.5717636601091;"E,T,K,R 10:00-13:00;N 12:00-18:00;L,P suletud";"25.02-01.03 suletud";01.03.2019;NULL;NULL;;;;;;2019-02-04T15:59:17.000+02:00
79098;"Lelle postipunkt";1;EE;"Rapla maakond";"Kehtna vald";"Lelle alevik";NULL;"Viljandi maantee";NULL;46;NULL;25.005275640175;58.8606757021385;"E,T,N,R 10.00-17.00;K 12.00-18.00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T12:23:26.000+02:00
77731;"Lentvario IKI paštomatas (naujas!)";0;LT;Lentvaris;"Geležinkelio g. 38, Lentvaris";;;;;;;25.046481;54.644033;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo į parduotuvę pusėje";
87294;"Libatse postipunkt";1;EE;"Pärnu maakond";"Põhja-Pärnumaa vald";"Libatse küla";NULL;NULL;Kooli;NULL;NULL;24.4828190368884;58.658589884424;"E-N 8:30-17:00; P 9:00-15:00; Lõuna 12:00-12:30; R,L suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-25T15:45:27.000+02:00
9943;"Lielupes RIMI pakomāts";0;LV;Jūrmala;"Viestura iela 22,Jūrmala";;;;;;;23.85903;56.974873;"P-Pk.piegāde 12:00, izņemšana 15:00 Sestdienās piegāde 14:00,izņemšana 12:00";;;;;;;;"Blakus T/C šosejas pusē";;
9124;"Lielvārdes Maxima X pakomāts";0;LV;Lielvārde;"Lāčplēša iela 14, Lielvārde";;;;;;;24.814620;56.718061;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 11:00,izņemšana 9:00";;;;;;;;"Pa kreisi no ieejas";;
9917;"Liepājas Baata pakomāts";0;LV;Liepāja;"Klaipēdas iela 104c, Liepāja";;;;;;;21.004957;56.486786;"P-Pk.piegāde 12:00, izņemšana 16:00 Sestdienās piegāde 18:00,izņemšana 11:00";;;;;;;;"Blakus T/C ieejai no stāvlaukuma puses";;
9108;"Liepājas Ganību ielas Mego pakomāts";0;LV;Liepāja;"Ganību iela 187, Liepāja";;;;;;;21.016127;56.483964;"P-Pk.piegāde 12:00, izņemšana 16:00 Sestdienās piegāde 18:00,izņemšana 11:00";;;;;;;;"Pie veikala fasādes, tramvaja sliežu pusē";;
9926;"Liepājas Rožu laukums pakomāts";0;LV;Liepāja;"Lielā iela, Liepāja";;;;;;;21.01174;56.509052;"P-Pk.piegāde 12:00, izņemšana 16:00 Sestdienās piegāde 18:00,izņemšana 11:00";;;;;;;;"Blakus restorāna Barons Bumbieris ieejai";;
9938;"Liepājas Supernetto Ziemeļu iela pakomāts";0;LV;Liepāja;"Ziemeļu iela 13";;;;;;;21.012362;56.53495;"P-Pk.piegāde 12:00, izņemšana 16:00 Sestdienās piegāde 18:00,izņemšana 11:00";;;;;;;;"Blakus stāvlaukumam";;
9966;"Liepājas T/C Rietumu centrs pakomāts";0;LV;Liepāja;"Jaunā Ostmala 3/5, Liepāja";;;;;;;21.018218;56.51501;"P-Pk.piegāde 12:00, izņemšana 16:00 Sestdienās piegāde 18:00,izņemšana 11:00";;;;;;;;"Pa kreisi no T/C Centrālās ieejas";;
96119;"Lihula Konsum pakiautomaat";0;EE;"Pärnu maakond";"Lääneranna vald";"Lihula linn";NULL;"Tallinna maantee";NULL;12;NULL;23.8343467755855;58.6884678924831;NULL;NULL;NULL;NULL;NULL;;;;;;2016-05-16T15:11:52.000+03:00
90301;"Lihula postkontor";1;EE;"Pärnu maakond";"Lääneranna vald";"Lihula linn";NULL;"Tallinna maantee";NULL;12;NULL;23.8344142775555;58.6884512974834;"E,K,R 9:00-14:30;T,N 9:00-18:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-21T11:54:18.000+02:00
69005;"Lilli postipunkt";1;EE;"Viljandi maakond";"Mulgi vald";"Lilli küla";NULL;NULL;"Lilli kultuurimaja";NULL;NULL;25.5366345424826;57.9930714230289;"E-R 9.00-15.00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2018-10-05T14:48:42.000+03:00
9942;"Limbažu Maxima XX pakomāts";0;LV;Limbaži;"Stacijas iela 8,Limbaži";;;;;;;24.722431;57.513751;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 14:00,izņemšana 10:00";;;;;;;;"Blakus T/C centrālajai ieejai";;
91092;"Linnamäe postipunkt";1;EE;"Lääne maakond";"Lääne-Nigula vald";"Linnamäe küla";NULL;NULL;NULL;NULL;NULL;23.7184784664568;58.9955389024859;"E,K 09.00-17.00;T,N 13.00-19.00;R-P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-04T15:02:58.000+02:00
96134;"Loksa Grossi pakiautomaat";0;EE;"Harju maakond";"Loksa linn";NULL;NULL;"Rohuaia tänav";NULL;6;NULL;25.7274445306949;59.5793492931992;NULL;NULL;NULL;NULL;NULL;;;;;;2018-06-07T17:00:49.000+03:00
74801;"Loksa postkontor";1;EE;"Harju maakond";"Loksa linn";NULL;NULL;"Papli tänav";NULL;2;NULL;25.7215301679622;59.5820487563088;"E,K,N 10.00-16.00;T,R 10.00-18.00;L,P Suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T11:06:52.000+02:00
96171;"Loo Grossi pakiautomaat";0;EE;"Harju maakond";"Jõelähtme vald";"Loo alevik";NULL;"Saha tee";NULL;9;NULL;24.9473776029184;59.4345718143719;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-06T21:51:18.000+02:00
74291;"Loo postkontor";1;EE;"Harju maakond";"Jõelähtme vald";"Loo alevik";NULL;"Saha tee";NULL;11;NULL;24.9486179797558;59.4348030196459;"E,N 11:00-18:30;T,K,R 8:30-15:00;L,P suletud";"Alates 21.01 avatud E,N 12:00-18:30; T,K,R 8:30-14:00; L,P suletud";31.03.2019;NULL;NULL;;;;;;2019-02-04T11:38:03.000+02:00
9985;"Ludzas Maxima X pakomāts";0;LV;Ludza;"Latgales iela 61, Ludza";;;;;;;27.711395;56.543852;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 18:00,izņemšana 13:00";;;;;;;;"Pa labi no T/C Centrālās ieejas";;
65622;"Luha postkontor";1;EE;"Võru maakond";"Võru linn";NULL;NULL;"Jüri tänav";NULL;83;NULL;27.010043036475;57.8352203008075;"E-R 10:00-18:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T11:07:07.000+02:00
48093;"Lustivere postipunkt";1;EE;"Jõgeva maakond";"Põltsamaa vald";"Lustivere küla";NULL;"Kooli tee";NULL;3;NULL;26.0925351615009;58.6620386810591;"E-P 9-18";NULL;NULL;NULL;NULL;;;;;;2018-05-14T10:15:58.000+03:00
62294;"Luunja postipunkt";1;EE;"Tartu maakond";"Luunja vald";"Luunja alevik";NULL;"Puiestee tänav";NULL;14;NULL;26.8802113170944;58.3554620594653;"T 10.00-18.00;K 10.00-17.00;N 10.00-18.00;R 10.00-17.00;L 10.00-14.00;P,E suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-25T15:41:27.000+02:00
60500;"Lähte postkontor";1;EE;"Tartu maakond";"Tartu vald";"Lähte alevik";NULL;NULL;NULL;NULL;NULL;26.6822723174854;58.4926417741916;"E,T,N,R 9:00-12:00;K 14:00-18:00;L,P suletud";"al 5.10 ajutiselt suletud";31.03.2019;NULL;NULL;;;;;;2019-02-04T11:40:51.000+02:00
50500;"Lõunakeskuse postkontor";1;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Ringtee tänav";NULL;75;NULL;26.6777024584038;58.3580604361238;"E-R 10:00-19:00;L 10:00-15:00;P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-25T16:00:38.000+02:00
93394;"Lümanda postipunkt";1;EE;"Saare maakond";"Saaremaa vald";"Lümanda küla";NULL;NULL;Keskusehoone;NULL;NULL;22.0251015635667;58.2855992978536;"T,K,R 10:00-17:00;lõuna 13:00-14:00;E,N,L,P suletud";"12.03 suletud";12.03.2019;NULL;NULL;;;;;;2019-02-22T15:46:30.000+02:00
9983;"Līvānu Rimi pakomāts";0;LV;Līvāni;"Rīgas iela 89, Līvāni";;;;;;;26.174944;56.355216;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 13:00,izņemšana 10:00";;;;;;;;"Pa labi no T/C Centrālās ieejas";;
96300;"Maardu Maxima X pakiautomaat";0;EE;"Harju maakond";"Maardu linn";NULL;NULL;"Keemikute tänav";NULL;37;NULL;25.0171517845703;59.4827443170954;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-28T17:03:16.000+02:00
96081;"Maardu Maxima XX pakiautomaat";0;EE;"Harju maakond";"Maardu linn";NULL;NULL;"Keemikute tänav";NULL;2;NULL;25.0200979847296;59.4733483589969;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-01T09:05:43.000+02:00
96130;"Maardu Pärli Keskuse pakiautomaat";0;EE;"Harju maakond";"Maardu linn";NULL;NULL;"Nurga tänav";NULL;3;NULL;25.0185749505701;59.4871188745231;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-01T09:12:26.000+02:00
74101;"Maardu postkontor";1;EE;"Harju maakond";"Maardu linn";NULL;NULL;"Keemikute tänav";NULL;2;NULL;25.0201645952061;59.4738475480921;"E-R 10:00-19:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T11:07:34.000+02:00
9944;"Madonas Maxima XX pakomāts";0;LV;Madona;"Rūpniecības iela 49,Madona";;;;;;;26.2311;56.860005;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 19:00,izņemšana 12:00";;;;;;;;"Blakus T/C centrālajai ieejai";;
10695;"Marienthali postipunkt";1;EE;"Harju maakond";Tallinn;"Kristiine linnaosa";NULL;"Mustamäe tee";NULL;16;NULL;24.6967574146146;59.4225787291365;"E-R 9.00-20.00;L,P suletud;";"25.01-25.04.19 avatud E-R 9.00-17.00; L,P suletud";25.04.2019;NULL;NULL;;;;;;2019-02-01T15:30:48.000+02:00
88899;"Marijampolės MAXIMA Bažnyčios paštomatas";0;LT;Marijampolė;"Bažnyčios g. 38, Marijampolė";;;;;;;23.346449;54.556047;;;;;;;;;;"Paštomatą rasite lauke prie sienos iš Laisvės g. pusės";
88856;"Marijampolės PC ARENA paštomatas";0;LT;Marijampolė;"Dariaus ir Girėno g. 3A, Marijampolė";;;;;;;23.354530;54.560951;;;;;;;;;;"Paštomatą rasite lauke, prie įėjimo į JYSK kairėje pusėje";
90694;"Martna postipunkt";1;EE;"Lääne maakond";"Lääne-Nigula vald";"Martna küla";NULL;NULL;NULL;NULL;NULL;23.8031999275417;58.8565856835293;"E,K,R 9:30-12:00 ja 13:00-16:30; T,N,L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-25T16:19:13.000+02:00
77711;"Mažeikių IKI Ventos paštomatas (naujas!)";0;LT;Mažeikiai;"Ventos g. 10B, Mažeikiai";;;;;;;22.324078;56.308940;;;;;;;;;;"Paštomatą rasite lauke, dešinėje įėjimo į prekybos centrą pusėje, už kampo prie sienos";
88857;"Mažeikių PC EIFELIS paštomatas";0;LT;Mažeikiai;"Žemaitijos g. 72, Mažeikiai";;;;;;;22.353653;56.299740;;;;;;;;;;"Paštomatą rasite lauke, prie įėjimo į NORFA, kairėje pusėje";
