ZIP;NAME;TYPE;A0_NAME;A1_NAME;A2_NAME;A3_NAME;A4_NAME;A5_NAME;A6_NAME;A7_NAME;A8_NAME;X_COORDINATE;Y_COORDINATE;SERVICE_HOURS;TEMP_SERVICE_HOURS;TEMP_SERVICE_HOURS_UNTIL;TEMP_SERVICE_HOURS_2;TEMP_SERVICE_HOURS_2_UNTIL;comment_est;comment_eng;comment_rus;comment_lav;comment_lit;MODIFIED
69494;"Abja-Paluoja postipunkt";1;EE;"Viljandi maakond";"Mulgi vald";"Abja-Paluoja linn";NULL;"Pärnu maantee";NULL;21;NULL;25.353927148133;58.1261506146408;"E-R 9.00-18.00; L 9:00-14:00; P suletud";"1.03 avatud: 9:00-16:00";01.03.2019;NULL;NULL;;;;;;2019-02-26T16:38:11.000+02:00
48094;"Adavere postipunkt";1;EE;"Jõgeva maakond";"Põltsamaa vald";"Adavere alevik";NULL;"Tallinna maantee";NULL;6;NULL;25.8996412135384;58.7059373138417;"E-P 9:00-19:00";NULL;NULL;NULL;NULL;;;;;;2018-05-14T10:14:59.000+03:00
74594;"Aegviidu postipunkt";1;EE;"Harju maakond";"Anija vald";"Aegviidu alev";NULL;"Piibe maantee";NULL;8;NULL;25.6065930091524;59.2884511875073;"E-L 10:00-19:00; P 10:00-18:00";NULL;01.01.2019;NULL;NULL;;;;;;2019-01-28T16:16:14.000+02:00
63794;"Ahja postipunkt";1;EE;"Põlva maakond";"Põlva vald";"Ahja alevik";NULL;"Illimari tänav";NULL;6;NULL;27.0699332100434;58.2069079846627;"E,T,R 10.00-14.00;K,N 14.00-18.00;L,P suletud";"7.03 avatud 12.00-14.00";07.03.2019;"4.01-27.04.2019 avatud E,T 10:00-14:00; K,N 14:00-18:00; R,L,P suletud";30.04.2019;;;;;;2019-02-28T08:41:03.000+02:00
96142;"Ahtme Grossi pakiautomaat";0;EE;"Ida-Viru maakond";"Kohtla-Järve linn";"Ahtme linnaosa";NULL;"Maleva tänav";NULL;23;NULL;27.4204368294097;59.3274266671023;NULL;NULL;NULL;NULL;NULL;;;;;;2018-05-18T09:15:32.000+03:00
12994;"Aiandi postipunkt (Roserii looduspood)";1;EE;"Harju maakond";Tallinn;"Mustamäe linnaosa";NULL;"Mustamäe tee";NULL;60;NULL;24.688547614083;59.4134576267468;"T-R 13:00-17:00; L 13:00-15:00; P,E suletud";"01.01-30.04 avatud T-L 12.30-14.30; E,P suletud";30.04.2019;NULL;NULL;;;;;;2019-01-28T16:06:48.000+02:00
9950;"Aizkraukles T/C Iga pakomāts";0;LV;Aizkraukle;"Āboltiņi Aizkraukle";;;;;;;25.263084;56.611536;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 13:00,izņemšana 9:00";;;;;;;;"Pa labi no T/C ieejas";;
9980;"Aizputes TOP Zvaigžņu iela pakomāts";0;LV;Aizpute;"Zvaigžņu iela 2, Aizpute";;;;;;;21.607323;56.719004;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 13:00,izņemšana 10:00";;;;;;;;"Pie otrās T/C ieejas";;
68594;"Ala postipunkt";1;EE;"Valga maakond";"Tõrva vald";"Ala küla";NULL;NULL;"Ala kauplus";NULL;NULL;25.7018989811636;58.009937861375;"E-R 10.00-19.00;L,P 10.00-15.00";NULL;NULL;NULL;NULL;;;;;;2019-01-14T15:58:05.000+02:00
60294;"Alatskivi postipunkt";1;EE;"Tartu maakond";"Peipsiääre vald";"Alatskivi alevik";NULL;"Hirveaia tänav";NULL;11;NULL;27.1348450791766;58.601973806618;"E-R 9.00-16.00;L 10:00-16:00; P 11:00-15:00";NULL;NULL;NULL;NULL;;;;;;2019-01-07T15:57:04.000+02:00
74494;"Alavere postipunkt";1;EE;"Harju maakond";"Anija vald";"Alavere küla";NULL;NULL;NULL;NULL;NULL;25.3284436360916;59.2452274261914;"E-L 10:00-19:00; P 10:00-17:00";NULL;NULL;NULL;NULL;;;;;;2019-02-11T11:25:54.000+02:00
79696;"Alu postipunkt";1;EE;"Rapla maakond";"Rapla vald";"Alu alevik";NULL;"Keskuse tee";NULL;3;NULL;24.7627587129265;59.0222258393592;"E-R 10:00-20:00;L 10:00-19:00;P 10:00-18:00";NULL;NULL;NULL;NULL;;;;;;2018-09-11T11:25:07.000+03:00
88895;"Alytaus NORFA Topolių paštomatas (naujas!)";0;LT;Alytus;"Topolių g. 1, Alytus";;;;;;;24.028241;54.396616;;;;;;;;;;"Paštomatą rasite lauke prie sienos iš parkavimo aikštelės pusės";
88854;"Alytaus PC ARENA paštomatas";0;LT;Alytus;"Naujoji g. 7E, Alytus";;;;;;;24.014968;54.409792;;;;;;;;;;"Paštomatą rasite lauke, prie pagrindinio įėjimo sienos dešiniojo kampo";
88855;"Alytaus RIMI Pulko paštomatas";0;LT;Alytus;"Pulko g. 53A, Alytus";;;;;;;24.043778;54.387953;;;;;;;;;;"Paštomatą rasite lauke, prie įėjimo į prekybos centrą, kairėje pusėje";
9951;"Alūksnes T/C Maxima X pakomāts";0;LV;Alūksne;"Pils iela 9b, Alūksne";;;;;;;27.039393;57.430149;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 16:00,izņemšana 12:00";;;;;;;;"Pa labi no T/C ieejas";;
96118;"Antsla Konsum pakiautomaat";0;EE;"Võru maakond";"Antsla vald";"Antsla linn";NULL;"Põllu tänav";NULL;15;NULL;26.5328698824116;57.8288615289506;NULL;NULL;NULL;NULL;NULL;;;;;;2016-05-11T14:55:19.000+03:00
66401;"Antsla postkontor";1;EE;"Võru maakond";"Antsla vald";"Antsla linn";NULL;"Friedrich Reinhold Kreutzwaldi tänav";NULL;2;NULL;26.5292980057806;57.8290427185943;"E,K 11:00-18:00; T,N,R 9:00-16:00; L,P suletud";"Al 18.02 ajutiselt avatud T,N 9:00-16:00; E,K,R,L,P suletud";31.03.2019;NULL;NULL;;;;;;2019-02-26T16:41:58.000+02:00
88800;"Anykščių NORFA Vilniaus g. paštomatas";0;LT;Anykščiai;"Vilniaus g. 22, Anykščiai";;;;;;;25.098652;55.522864;;;;;;;;;;"Paštomatą rasite lauke, prie įėjimo iš Kudirkos g. dešinėje pusėje";
73516;"Aravete postkontor";1;EE;"Järva maakond";"Järva vald";"Aravete alevik";NULL;"Piibe maantee";NULL;16;NULL;25.7513922837395;59.1445066099348;"E,T,K,R 8:30-15:00;N 8:30-17:30;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-04T11:39:42.000+02:00
75095;"Ardu postipunkt";1;EE;"Harju maakond";"Kose vald";"Ardu alevik";NULL;"Kesk tee";NULL;6;NULL;25.3587413659212;59.099939943539;"E,T,N,R 9:00-17:00, K 11:00-19:00 ja L,P suletud; Lõuna 12:30-13:00; Iga kuu viimane tööpäev suletud";"al. 1.02 ajutiselt avatud valla teeninduspunktis E,T,N 9:00-17:00; lõuna 12:30-13:00";30.04.2019;NULL;NULL;;;;;;2019-02-18T11:05:46.000+02:00
11701;"Arsenali postkontor";1;EE;"Harju maakond";Tallinn;"Põhja-Tallinna linnaosa";NULL;"Erika tänav";NULL;14;NULL;24.7171296341816;59.4512271907898;"E-R 10.00-20.00;L 10.00-17.00;P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-25T16:07:03.000+02:00
96204;"Aruküla Konsumi pakiautomaat";0;EE;"Harju maakond";"Raasiku vald";"Aruküla alevik";NULL;"Tallinna maantee";NULL;8;NULL;25.0778530196993;59.3709787035106;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-07T16:59:27.000+02:00
75291;"Aruküla postkontor";1;EE;"Harju maakond";"Raasiku vald";"Aruküla alevik";NULL;"Tallinna maantee";NULL;8;NULL;25.0777758206418;59.3707159915061;"T,K,R 8:30-16:00;N 9:00-18:00;L 10:00-13:00;E,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-25T16:04:24.000+02:00
96211;"Aseri Grossi pakiautomaat";0;EE;"Lääne-Viru maakond";"Viru-Nigula vald";"Aseri alevik";NULL;"Tehase tänav";NULL;23;NULL;26.8667878006586;59.4496301753562;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-16T17:28:09.000+02:00
43494;"Aseri postipunkt";1;EE;"Lääne-Viru maakond";"Viru-Nigula vald";"Aseri alevik";NULL;Keskpõik;NULL;2;NULL;26.8695750775978;59.4528866772288;"T-N 10.00-14.00; R-L 12.00-16.00; P,E suletud.";NULL;NULL;NULL;NULL;;;;;;2019-02-25T15:38:03.000+02:00
93794;"Aste postipunkt";1;EE;"Saare maakond";"Saaremaa vald";"Aste alevik";NULL;"Soo tänav";NULL;4;NULL;22.4448540768536;58.3441573237632;"E 10:00-18:00;T-N 9:00-17:00;R 9:00-13:00; Lõuna 12:00-12:30; L,P suletud";"28.02 ja 12.03 suletud";12.03.2019;NULL;NULL;;;;;;2019-02-22T15:44:20.000+02:00
9158;"Auces TOP pakomāts";0;LV;Auce;"Baznīcas iela 1, Auce";;;;;;;22.892116;56.464791;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 18:00,izņemšana 12:00";;;;;;;;"Blakus T/C centrālajai ieejai";;
88300;"Audru postkontor";1;EE;"Pärnu maakond";"Pärnu linn";"Audru alevik";NULL;"Pärna allee";NULL;7;NULL;24.3562101153666;58.4076757394351;"E,T 9:00-18:00;K-R 9:00-16:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-31T15:55:22.000+02:00
42095;"Avinurme postipunkt";1;EE;"Jõgeva maakond";"Mustvee vald";"Avinurme alevik";NULL;"Võidu tänav";NULL;18;NULL;26.8697368810859;58.9860375523422;"E-P 09:00-20:00";NULL;NULL;NULL;NULL;;;;;;2018-05-14T10:12:02.000+03:00
9127;"Baldones MEGO pakomāts";0;LV;Baldone;"Rīgas iela 79, Baldone";;;;;;;24.396305;56.742891;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 21:00,izņemšana 11:00";;;;;;;;"Pa labi no galvenās ieejas";;
9970;"Baloži Mego pakomāts";0;LV;Baloži;"Rīgas iela 14, Baloži";;;;;;;24.118521;56.875234;"P-Pk.piegāde 12:00, izņemšana 15:00 Sestdienās piegāde 10:00,izņemšana 9:00";;;;;;;;"Pa kreisi no T/C Centrālās ieejas";;
9982;"Balvu TOP pakomāts";0;LV;Balvi;"Partizānu iela 8, Balvi";;;;;;;27.263967;57.132165;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 16:00,izņemšana 13:00";;;;;;;;"Pa labi no T/C Centrālās ieejas";;
9940;"Bauskas RIMI pakomāts";0;LV;Bauska;"Zaļā iela 3,Bauska";;;;;;;24.194196;56.40707;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 19:00,izņemšana 12:00";;;;;;;;"Blakus T/C centrālajai ieejai";;
88866;"Biržų NORFA paštomatas";0;LT;Biržai;"Respublikos g. 2E, Biržai";;;;;;;24.769201;56.194351;;;;;;;;;;"Paštomatą rasite prie pagrindinio parduotuvės įėjimo, kairėje pusėje";
9997;"Brocēnu MEGO pakomāts";0;LV;Brocēni;"Lielcieceres iela 1, Brocēni";;;;;;;22.565434;56.682556;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 13:00,izņemšana 9:00";;;;;;;;"Pa labi no galvenās ieejas";;
9946;"Bērnu pasaule RIMI pakomāts";0;LV;Rīga;"Matīsa iela 25,Rīga";;;;;;;24.134079;56.957136;"P-Pk.piegāde 10:00, izņemšana 17:00 Sestdienās piegāde 14:00,izņemšana 14:00";;;;;;;;"Blakus T/C Kr. Barona ielas pusē";;
9988;"Carnikavas Mego pakomāts";0;LV;Carnikava;"Rīgas iela 14, Carnikava";;;;;;;24.276067;57.128349;"P-Pk.piegāde 12:00, izņemšana 15:00 Sestdienās piegāde 15:00,izņemšana 12:00";;;;;;;;"Pa labi no T/C Centrālās ieejas";;
9137;"Cēsu Gaujas ielas Maxima pakomāts";0;LV;Cēsis;"Gaujas iela 1/3, Cēsis, ";;;;;;;25.267184;57.309661;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 12:00,izņemšana 9:00";;;;;;;;"Blakus T/C centrālajai ieejai";;
9921;"Cēsu Maxima XX pakomāts";0;LV;Cēsis;"Valmieras iela 17a, Cēsis";;;;;;;25.280035;57.317123;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 12:00,izņemšana 9:00";;;;;;;;"Blakus T/C centrālajai ieejai";;
9989;"Dagdas TOP pakomāts";0;LV;Dagda;"Daugavpils iela 6, Dagda";;;;;;;27.539638;56.095957;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 17:00,izņemšana 10:00";;;;;;;;"Pa kreisi no ieejas";;
9916;"Daugavpils Aveņu centrs pakomāts";0;LV;Daugavpils;"Raipoles iela 11, Daugavpils";;;;;;;26.526382;55.901089;"P-Pk.piegāde 12:00, izņemšana 16:00 Sestdienās piegāde 17:00,izņemšana 13:00";;;;;;;;"Aveņu centra centrālās fasādes pusē";;
9998;"Daugavpils Mego Valkas iela pakomāts";0;LV;Daugavpils;"Valkas iela 1, Daugavpils";;;;;;;26.560687;55.879901;"P-Pk.piegāde 12:00, izņemšana 16:00 Sestdienās piegāde 17:00,izņemšana 13:00";;;;;;;;"Pa labi no ieejas";;
9918;"Daugavpils T/C Ditton pakomāts";0;LV;Daugavpils;"Cietokšņa iela 60,Daugavpils";;;;;;;26.516401;55.874596;"P-Pk.piegāde 12:00, izņemšana 16:00 Sestdienās piegāde 17:00,izņemšana 13:00";;;;;;;;"Krustojumā ar Kandavas ielu";;
9941;"Dobeles RIMI pakomāts";0;LV;Dobele;"Brīvības iela 30,Dobele";;;;;;;23.28663;"56.62588 ";"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 17:00,izņemšana 10:00";;;;;;;;"Blakus T/C centrālajai ieejai";;
88865;"Druskininkų IKI Čiurlionio paštomatas";0;LT;Druskininkai;"Čiurlionio g. 107, Druskininkai";;;;;;;23.990209;54.011307;;;;;;;;;;"Paštomatą rasite lauke, prie dešiniosios prekybos centro sienos";
9163;"Dundagas TOP pakomāts";0;LV;Dundaga;"Talsu iela 1, Dundaga";;;;;;;22.351642;57.509829;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 17:00,izņemšana 10:00";;;;;;;;"Blakus T/C centrālajai ieejai";;
50600;"Eedeni postkontor";1;EE;"Tartu maakond";"Tartu linn";"Tartu linn";NULL;"Kalda tee";NULL;1c;NULL;26.7504147129312;58.3730966181689;"E-R 10:00-19:00; L 10:00-15:00; P suletud; Sissepääs väljast, Sõpruse silla poolsest nurgast.";NULL;NULL;NULL;NULL;;;;;;2019-02-25T15:57:47.000+02:00
88896;"Eišiškių NORFA paštomatas (naujas!)";0;LT;Eišiškės;"Vilniaus g. 19, Eišiškės";;;;;;;24.997282;54.171456;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";
9156;"Elejas TOP pakomāts";0;LV;Eleja;"Stacijas iela 2, Eleja";;;;;;;23.681133;56.408564;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 19:00,izņemšana 13:00";;;;;;;;"Blakus T/C centrālajai ieejai";;
88853;"Elektrėnų MAXIMA paštomatas (naujas!)";0;LT;Elektrėnai;"Rungos g. 4, Elektrėnai";;;;;;;24.658095;54.785283;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į parduotuvę pusėje";
96179;"Elva Arbimäe Konsumi pakiautomaat";0;EE;"Tartu maakond";"Elva vald";"Elva linn";NULL;"Kirde tänav";NULL;3;NULL;26.4148209171354;58.2342741273131;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-29T11:39:43.000+02:00
96047;"Elva Turuplatsi Konsumi pakiautomaat";0;EE;"Tartu maakond";"Elva vald";"Elva linn";NULL;"Kesk tänav";NULL;1;NULL;26.4086950442004;58.2209969937114;NULL;NULL;NULL;NULL;NULL;;;;;;2019-01-30T21:21:41.000+02:00
61599;"Elva postkontor";1;EE;"Tartu maakond";"Elva vald";"Elva linn";NULL;"Puiestee tänav";NULL;1;NULL;26.4065145965037;58.2210236607947;"E,K 11.00-15.00 ja 15.30-19.00;T,N,R 10.00-15.00 ja 15.30-18.00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T10:57:46.000+02:00
92094;"Emmaste postipunkt";1;EE;"Hiiu maakond";"Hiiumaa vald";"Emmaste küla";NULL;NULL;NULL;NULL;NULL;22.5966757760457;58.7051471541732;"E-L 9.00-19.00; P 9.00-16.00";NULL;NULL;NULL;NULL;;;;;;2019-02-25T15:38:42.000+02:00
10195;"Finest postkontor";1;EE;"Harju maakond";Tallinn;"Kesklinna linnaosa";NULL;"Pärnu maantee";NULL;22;NULL;24.7452307911267;59.4316305295665;"E-R 10.00-19.00;L 10.00-15.00;P suletud;";NULL;NULL;NULL;NULL;;;;;;2019-01-02T11:37:50.000+02:00
88801;"Gargždų NORFA paštomatas";0;LT;Gargždai;"Klaipėdos g. 41, Gargždai";;;;;;;21.380646;55.712518;;;;;;;;;;"Paštomatą rasite lauke, prie sienos dešinėje įėjimo į prekybos centrą pusėje";
88876;"Garliavos NORFA paštomatas";0;LT;Kaunas;"Atgimimo g. 1, Jonučių k., Kauno raj. (Garliava)";;;;;;;23.873354;54.829127;;;;;;;;;;"Paštomatą rasite lauke, prie sienos dešinėje įėjimo į prekybos centrą pusėje";
9126;"Grobiņas TOP pakomāts";0;LV;Grobiņa;"Lielā iela 74, Grobiņa";;;;;;;21.168138;56.535101;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 14:00,izņemšana 10:00";;;;;;;;"Veikala pagalmā";;
9948;"Gulbenes Skolas iela 7 Maxima pakomāts";0;LV;Gulbene;"Skolas iela 7,Gulbene";;;;;;;26.766695;57.1709893;"P-Pk.piegāde 12:00, izņemšana 16:00 Sestdienās piegāde 17:00,izņemšana 13:00";;;;;;;;"Pa kreisi no ieejas";;
96206;"Haabneeme Konsumi pakiautomaat";0;EE;"Harju maakond";"Viimsi vald";"Haabneeme alevik";NULL;"Rohuneeme tee";NULL;32;NULL;24.8199890965783;59.5129752639819;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-23T14:11:09.000+02:00
65047;"Haanja postipunkt";1;EE;"Võru maakond";"Rõuge vald";"Haanja küla";NULL;"Võru tee";NULL;7;NULL;27.0513575544003;57.7207607868027;"E-R 10:00-18:00;L,P 10:00-17:00";NULL;NULL;NULL;NULL;;;;;;2019-01-02T12:13:34.000+02:00
96128;"Haapsalu Kastani pakiautomaat";0;EE;"Lääne maakond";"Haapsalu linn";"Haapsalu linn";NULL;"Kuuse tänav";NULL;28;NULL;23.5523639177135;58.936218718219;NULL;NULL;NULL;NULL;NULL;;;;;;2017-12-03T18:35:45.000+02:00
96033;"Haapsalu Konsumi pakiautomaat";0;EE;"Lääne maakond";"Haapsalu linn";"Haapsalu linn";NULL;"Tallinna maantee";NULL;1;NULL;23.5422706804988;58.9404262624195;NULL;NULL;NULL;NULL;NULL;;;;;;2018-10-10T11:56:43.000+03:00
96164;"Haapsalu Uuemõisa Konsumi pakiautomaat";0;EE;"Lääne maakond";"Haapsalu linn";"Uuemõisa alevik";NULL;"Tallinna maantee";NULL;84;NULL;23.5823763210879;58.9403326740402;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-07T17:10:54.000+02:00
90501;"Haapsalu postkontor";1;EE;"Lääne maakond";"Haapsalu linn";"Haapsalu linn";NULL;"Nurme tänav";NULL;2;NULL;23.5431320582649;58.9412705221713;"E-R 9:00-18:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T10:58:07.000+02:00
60501;"Haava postkontor";1;EE;"Tartu maakond";"Tartu vald";"Kõrveküla alevik";NULL;"Haava tänav";NULL;6;NULL;26.7651002534335;58.4186312340485;"E,T,N,R 8:00-12:30;K 11:00-18:00;L,P suletud";NULL;NULL;"25.02.-01.03. suletud";01.03.2019;;;;;;2019-02-25T16:17:42.000+02:00
79697;"Hagudi postipunkt";1;EE;"Rapla maakond";"Rapla vald";"Hagudi alevik";NULL;"Kooli tänav";NULL;1;NULL;24.8084335337639;59.0646725583314;"E,T,N,R 10:00-18:00;K 15:00-18:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T12:13:56.000+02:00
96324;"Haljala Grossi pakiautomaat";0;EE;"Lääne-Viru maakond";"Haljala vald";"Haljala alevik";NULL;"Võsu maantee";NULL;5;NULL;26.2665852612834;59.4337731434386;NULL;NULL;NULL;NULL;NULL;;;;;;2018-12-05T10:06:06.000+02:00
45395;"Haljala postipunkt";1;EE;"Lääne-Viru maakond";"Haljala vald";"Haljala alevik";NULL;"Rakvere maantee";NULL;2;NULL;26.2660820286494;59.4321299528518;"E-R 10:00-15:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T12:14:12.000+02:00
69594;"Halliste postipunkt";1;EE;"Viljandi maakond";"Mulgi vald";"Kulla küla";NULL;NULL;Leerimaja;NULL;NULL;25.4270084886291;58.1554404188933;"E,T,N 10:00-17:00;K 10:00-18:00;R 10:00-16:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-18T11:07:38.000+02:00
68094;"Hargla postipunkt";1;EE;"Valga maakond";"Valga vald";"Hargla küla";NULL;NULL;NULL;NULL;NULL;26.3985208782555;57.6136497489247;"E-R 10.00-16.00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T12:14:49.000+02:00
76992;"Harku postkontor";1;EE;"Harju maakond";"Harku vald";"Harku alevik";NULL;"Instituudi tee";NULL;2;NULL;24.5803723461946;59.3910822382343;"T,K,R 9:00-12:00;N 15:00-18:00;L 9:00-12:00;P,E suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-25T16:06:25.000+02:00
45294;"Hulja postipunkt";1;EE;"Lääne-Viru maakond";"Kadrina vald";"Hulja alevik";NULL;"Vandu tee";NULL;2;NULL;26.2161721273334;59.3531021363367;"E-R 9:30-19:00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2018-05-14T10:17:24.000+03:00
68494;"Hummuli postipunkt";1;EE;"Valga maakond";"Tõrva vald";"Hummuli alevik";NULL;"Tamme tee";NULL;2;NULL;26.054681195546;57.9062427246093;"E-R 10.00-19.00;L 10.00-18.00;P suletud";NULL;NULL;NULL;20.08.2015;;;;;;2018-05-17T11:11:27.000+03:00
86000;"Häädemeeste postkontor";1;EE;"Pärnu maakond";"Häädemeeste vald";"Häädemeeste alevik";NULL;"Pärnu maantee";NULL;22;NULL;24.5015008170343;58.0821966381256;"E,T,N,R 8:30-17:30; K,L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T11:39:13.000+02:00
9987;"Iecavas Maxima X pakomāts";0;LV;Iecava;"Rīgas iela 27, Iecava";;;;;;;24.196916;56.597865;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 20:00,izņemšana 12:00";;;;;;;;"Pa labi no T/C Centrālās ieejas";;
88802;"Ignalinos NORFA paštomatas";0;LT;Ignalina;"Taikos g. 20, Ignalina";;;;;;;26.170579;55.342599;;;;;;;;;;"Paštomatą rasite lauke, kairėje įėjimo į prekybos centrą pusėje, už kampo";
96170;"Ihaste Konsumi pakiautomaat";0;EE;"Tartu maakond";"Luunja vald";"Veibri küla";NULL;"Lillevälja tee";NULL;1;NULL;26.7889136507636;58.3507166897853;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-08T20:52:09.000+02:00
31001;"Iidla postkontor";1;EE;"Ida-Viru maakond";"Kohtla-Järve linn";"Ahtme linnaosa";NULL;"Maleva tänav";NULL;23;NULL;27.420498535505;59.327429060324;"E-R 9:00-18:00;L 9:00-14:00;P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-25T15:50:59.000+02:00
96189;"Iisaku Grossi pakiautomaat";0;EE;"Ida-Viru maakond";"Alutaguse vald";"Iisaku alevik";NULL;"Tartu maantee";NULL;55;NULL;27.3146204026924;59.0949296545533;NULL;NULL;NULL;NULL;NULL;;;;;;2018-11-16T17:29:57.000+02:00
41194;"Iisaku postipunkt";1;EE;"Ida-Viru maakond";"Alutaguse vald";"Iisaku alevik";NULL;"Tartu maantee";NULL;46;NULL;27.3105160658536;59.0995385643927;"E,T,N,R,P 10:00-16:00;K,L suletud";NULL;NULL;NULL;NULL;;;;;;2018-07-26T08:39:17.000+03:00
9125;"Ikšķiles Maxima X pakomāts";0;LV;Ikšķile;"Skolas iela 4a, Ikšķile";;;;;;;24.496888;56.838117;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 14:00,izņemšana 10:00";;;;;;;;"Pa kreisi no ieejas";;
61494;"Ilmatsalu postipunkt";1;EE;"Tartu maakond";"Tartu linn";"Ilmatsalu alevik";NULL;"Kooli tee";NULL;5;NULL;26.5610692791923;58.3850921545351;"E,K 11:00-17:00;T 9:00-17:00;N 11:00-18:00;R,L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-01-02T12:15:15.000+02:00
9104;"Ilūkstes Pilskalnes ielas TOP! pakomāts";0;LV;Ilūkste;"Pilskalnes iela 2A,Ilūkste";;;;;;;26.295750;55.977276;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 18:00,izņemšana 13:00";;;;;;;;"Blakus ieejai";;
72494;"Imavere postipunkt";1;EE;"Järva maakond";"Järva vald";"Imavere küla";NULL;"Kiigevere tee";NULL;5;NULL;25.7687122255616;58.731250050448;"E-N 10.00-15.00;R 9.00-15.00;L,P suletud";NULL;NULL;NULL;NULL;;;;;;2019-02-25T16:19:41.000+02:00
9140;"Inčukalna Aibe pakomāts";0;LV;Inčukalns;"Atmodas iela 6, Inčukalns";;;;;;;24.686591;57.098333;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 12:00,izņemšana 9:00";;;;;;;;"Pa labi no ieejas";;
9919;"Jelgavas T/C RAF Centrs pakomāts";0;LV;Jelgava;"Rīgas iela 48, Jelgava";;;;;;;23.760634;56.667986;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 14:00,izņemšana 10:00";;;;;;;;"Blakus T/C centrālajai ieejai";;
9981;"Jelgavas T/C RIMI Satiksmes pakomāts";0;LV;Jelgava;"Satiksmes iela 35, Jelgava";;;;;;;23.699647;56.656704;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 14:00,izņemšana 10:00";;;;;;;;"Pa kreisi no T/C Centrālās ieejas";;
9131;"Jelgavas T/C Valdeka pakomāts";0;LV;Jelgava;"Rīgas iela 11a, Jelgava";;;;;;;23.746968;56.661755;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 14:00,izņemšana 10:00";;;;;;;;"Pa labi no ieejas";;
9929;"Jelgavas Vivo RIMI pakomāts";0;LV;Jelgava;"Katoļu iela 18, Jelgava";;;;;;;23.7265;56.647499;"P-Pk.piegāde 17:00, izņemšana 10:00 Sestdienās piegāde 14:00,izņemšana 10:00";;;;;;;;"Pie ieejas no stāvlaukuma puses";;
88897;"Jonavos NORFA Žeimių paštomatas (naujas!)";0;LT;Jonava;"Žeimių g. 26A, Jonava ";;;;;;;24.273708;55.084468;;;;;;;;;;"Paštomatą rasite lauke prie sienos, kairėje įėjimo į prekybos centrą pusėje";
88867;"Jonavos RIMI paštomatas";0;LT;Jonava;"Vasario 16-osios g. 4, Jonava";;;;;;;24.276370;55.073180;;;;;;;;;;"Paštomatą rasite lauke prie sienos, dešinėje įėjimo pusėje";
